"game_date","day_of_week","away_team","away_score","home_team","home_score","status","result","winner","is_conference","location","boxscore_url"
2026-03-13,"Friday","St. Scholastica",4,"North Park University",5,"Final","Final","North Park University",FALSE,"Auburndale, FL // NERP #1","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJDjIs6qT1jDKLpwKp07LptQCNL7AvTOCRUyjxvDaZN7D3YJQSLlE9KxIxu%2bSygc0ZNPaAtCmLztOh7bN9cmdl4&path=baseball"
2026-03-13,"Friday","Concordia",0,"Luther College",6,"Final","Final","Luther College",FALSE,"Independence, IA // Independence High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUbq%2f5tOWw61pff1dBCIpQ1i2aJCHOTMulyALveVcI5%2bukIwmZUynChPw8pNgSa2nN0%3d&path=baseball"
2026-03-13,"Friday","Hamline",1,"Claremont-Mudd-Scripps Colleges",14,"Final","Final
                                                                                        
                                            
                                            
                                                7 innings","Claremont-Mudd-Scripps Colleges",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgik7JoWV7mGiZ7ux6%2bYxnX9objZvrMJeGuZsuSAJ3ge%2bKMfn1PGi35pxyxUeUvK%2bKs&path=baseball"
2026-03-13,"Friday","St. Scholastica",6,"Benedictine University",9,"Final","Final","Benedictine University",FALSE,"Auburndale, FL // NERP #1","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVy8I55DZtvuPutjub66sIvFbhSr50hEa%2fbF0v%2fre%2fo10Ll2NAGcFXLbUtd34P6EcG&path=baseball"
2026-03-13,"Friday","Concordia",1,"Luther College",12,"Final","Final","Luther College",FALSE,"Independence, IA // Independence High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUbq%2f5tOWw61pff1dBCIpQ1ialDZtDrkvPD3GK9%2b3HW50xJ174It9F6omxWmZVtKIq8%3d&path=baseball"
2026-03-14,"Saturday","Macalester",5,"Dominican University (Ill.)",4,"Final","Final","Macalester",FALSE,"Auburndale, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2hEX45aQDafF2v8d0IdHNTXR8jqbvyPvtWWXL%2b2whp2sPziW%2b%2bgrVR7iWuNLPvsPq&path=baseball"
2026-03-14,"Saturday","Saint John's",4,"Ohio Northern University",8,"Final","Final","Ohio Northern University",FALSE,"Winter Haven, FL // COL #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3OYXA2nYkNsCsFsdhkw0ztdUAnonsdAuM1HQXDw6YBl58%3d&path=baseball"
2026-03-14,"Saturday","Saint Mary's",2,"Marian University",4,"Final","Final","Marian University",FALSE,"Decatur, IL // Workman Family Baseball Field","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCsVqwx9sYxbBzYYI01EZ%2fUU1AkzEUmTCLH3ZXAr6PEQU%3d&path=baseball"
2026-03-14,"Saturday","Hamline",4,"Wheaton College (Ill.)",15,"Final","Final","Wheaton College (Ill.)",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgi2xHPzqJzYjEWmxKbtRV%2fi6VrVfdYZZK3lVdslNXw1Uvk0UlJSeRLgNITOoBsCsnK&path=baseball"
2026-03-14,"Saturday","Concordia",2,"Luther College",7,"Final","Final","Luther College",FALSE,"Independence, IA // Independence High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUbq%2f5tOWw61pff1dBCIpQ1iMM3BvxBRDJogvu%2fir89HF%2bs46WfTgj8wZYLtARDiqYw%3d&path=baseball"
2026-03-14,"Saturday","St. Olaf",4,"Wartburg College",5,"Final","Final","Wartburg College",FALSE,"Waverly, IA // Harms Stadium at Hertel Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhL0Bp%2fvE8YBGwux4aLZkDu88%2b4QJdM3%2b2dTRaYxa5UaazKd0RDkemiScBxz6z1DDEA&path=baseball"
2026-03-14,"Saturday","Concordia",5,"Luther College",19,"Final","Final","Luther College",FALSE,"Independence, IA // Independence High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUbq%2f5tOWw61pff1dBCIpQ1iKokX9RGiWadrBXx9ESYHsIfS6RsX0mTFuQgTj2Ka45w%3d&path=baseball"
2026-03-14,"Saturday","Saint Mary's",12,"University of Dubuque",2,"Final","Final","Saint Mary's",FALSE,"Decatur, IL // Workman Family Baseball Field","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCMrCjdR7ebZr7qKrDm4S%2bHdKMFxWcI9Mt%2frqYKhzDF%2fj%2fBpFUQdPnxKgch45I4CIs&path=baseball"
2026-03-14,"Saturday","Rowan University",6,"Bethel",5,"Final","Final
                                                                                        
                                            
                                            
                                                (12 Innings)","Rowan University",FALSE,"Orlando, FL // NERP 2","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UkK%2fy5Z0hld0STwfYtlwDUWJVvU4H%2fao0ZXGlFd5hh7xrZvSNlLJEvL%2bKDvSzGBDh&path=baseball"
2026-03-14,"Saturday","St. Olaf",3,"Wartburg College",7,"Final","Final","Wartburg College",FALSE,"Waverly, IA // Harms Stadium at Hertel Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLJcZ70%2f1BvD1XV9nAwss7DhB2AuzFeuvFzZMUSPwyXcAh86ArzBxDmEbsbLllyDq6&path=baseball"
2026-03-15,"Sunday","Saint John's",6,"University of Wisconsin-Stevens Point",2,"Final","Final","Saint John's",FALSE,"Davenport, FL // NERP #3","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3O4ZAP58h7zZxAMgMTr%2be6ES%2bitY4BIilTgDamJ7NyrBI%3d&path=baseball"
2026-03-15,"Sunday","Saint Mary's",NA,"Millikin University",NA,"Cancelled","Cancelled",NA,FALSE,"Decatur, IL // Workman Family Baseball Field",NA
2026-03-15,"Sunday","Macalester",11,"Ripon College",1,"Final","Final","Macalester",FALSE,"Winter Haven, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2rVAEq6J12V62Z2Gkrc1Ljy9Aizn%2b9E2mCoUcbvKDz%2bG7uoMmyd%2bl2%2f%2buRanq%2blwX&path=baseball"
2026-03-16,"Monday","Macalester",NA,"Vassar College",NA,"Cancelled","Cancelled",NA,FALSE,"Davenport, FL",NA
2026-03-17,"Tuesday","Saint John's",10,"University of Wisconsin-Stout",4,"Final","Final","Saint John's",FALSE,"Winter Haven, FL // COL #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3O5EaeGWRfr1VWV7%2f1m6G5DJ5vQB4BEmb9q9CuVollOhU%3d&path=baseball"
2026-03-17,"Tuesday","Macalester",11,"University of Wisconsin-River Falls",6,"Final","Final","Macalester",FALSE,"Winter Haven, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2tNSMZn11LztN1MRrU8E9vrd%2bWa%2bo8XI81jgE8wrdigRBX3%2bn2SFiZSYnqj227EMf&path=baseball"
2026-03-17,"Tuesday","Bethel",8,"UMass Boston",5,"Final","Final","Bethel",FALSE,"Orlando, FL // NERP","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8U9CUVWnA3%2bJwbFnv0ir0XlALT%2ftgBwpNH6zFlYJew7wvqBUHZ7KH7QzEOdYE%2b8Rkp&path=baseball"
2026-03-17,"Tuesday","University of Wisconsin-Stout",14,"Macalester",7,"Final","Final","University of Wisconsin-Stout",FALSE,"Auburndale, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2y6YYqhVDnGc1EqMrc266M90xauPiQciNVAyuWJCpwBzcqP9tDqeAnAluAHbAP6QE&path=baseball"
2026-03-17,"Tuesday","Bethel",3,"Worcester State University",12,"Final","Final","Worcester State University",FALSE,"Orlando, FL // NERP","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8Ufwt1xiSg%2fjHFG0sop%2baB2fDjJShyyI78s9NOObuZ2tpS3ZkAk8QVRQi7WcgUsWUy&path=baseball"
2026-03-17,"Tuesday","Hamline",NA,"University of Northwestern (MN)",NA,"Postponed","Postponed",NA,FALSE,"St. Paul, MN // Reynolds Field",NA
2026-03-18,"Wednesday","Macalester",8,"Knox College",1,"Final","Final","Macalester",FALSE,"Winter Haven, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2tNSMZn11LztN1MRrU8E9vmD8MG6ck7w%2fO%2fzjNoPuDt0lsGViImeAWwdK8iO8QUb5&path=baseball"
2026-03-18,"Wednesday","Rutgers-Camden",7,"Bethel",13,"Final","Final","Bethel",FALSE,"Orlando, FL // COL 4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UV4n9dHZZnb5FVEkqE9pzQWgQ70Kp9HDcbhrgLavIklQ71U804MiKlMLGugZWtc15&path=baseball"
2026-03-18,"Wednesday","Carleton",10,"Massachusetts College of Liberal Arts",8,"Final","Final
                                                                                        
                                            
                                            
                                                (8 inn.)","Carleton",FALSE,"Davenport, FL // NorthEast Regional Park #3
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqSUUEwKkHHUnvD0Hhnby%2bDHC5UMaHgw1b1ViTSZPtWodbmWsQ9JEmgO2TAUDZvXPd&path=baseball"
2026-03-18,"Wednesday","Saint John's",4,"University of Wisconsin-La Crosse",5,"Final","Final","University of Wisconsin-La Crosse",FALSE,"Davenport, FL // NERP #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3OD11ydvOIQQP5260WnIlRD88Xz0LWSWVuYihjTQ%2bDawk%3d&path=baseball"
2026-03-18,"Wednesday","Carleton",6,"Massachusetts College of Liberal Arts",3,"Final","Final","Carleton",FALSE,"Davenport, FL // NorthEast Regional Park #3
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqYdco3sAYth7J3A4tNSVoFKei1dn0Mi%2fjOCEHrU%2fYC6LIh0T62EgwZKGLAXqfPukd&path=baseball"
2026-03-19,"Thursday","Macalester",5,"Amherst College",20,"Final","Final","Amherst College",FALSE,"Auburndale, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2D%2bseFRFID0Rw1RqddwnPtJtzRlqy%2baS6VwaMYCEfiNI3IjAwLkIBt1cgCxECfQWy&path=baseball"
2026-03-19,"Thursday","Bethel",1,"Salve Regina",11,"Final","Final
                                                                                        
                                            
                                            
                                                (7 Innings)","Salve Regina",FALSE,"Orlando, FL // LM 6","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UuPre2fPkhpSNxl9KHS2PfqdJ57CxQIO5DHnodOqMmj5P4Es8Z%2fvu2hQMI%2fEXfZWc&path=baseball"
2026-03-19,"Thursday","Carleton",1,"University of Wisconsin-Stout",4,"Final","Final","University of Wisconsin-Stout",FALSE,"Davenport, FL // NorthEast Regional Park #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqwH8PCXEXIL70UaSb7%2fts%2bN3zWmBePtM1%2fRaZBnOVsc7puoIbZwxZ86S32xgPADRu&path=baseball"
2026-03-19,"Thursday","Saint John's",7,"Rutgers-Camden",2,"Final","Final","Saint John's",FALSE,"Winter Haven, FL // COL #3
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3O%2bbwXuBQ02cxW7jaawd3vToWBefvvxbMwyi1C0I%2bqo04%3d&path=baseball"
2026-03-19,"Thursday","University of Wisconsin-Stevens Point",10,"St. Olaf",0,"Final","Final
                                                                                        
                                            
                                            
                                                (7 inn.)","University of Wisconsin-Stevens Point",FALSE,"Davenport, FL // NERP #2","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLoiLJOsZKPlT%2bpJrPm7r1YOB%2fGghc1jhazhvQuoSJz06GR%2b4RPq9SEAUDRrTT7Jtd&path=baseball"
2026-03-19,"Thursday","Saint John's",13,"Rutgers-Camden",2,"Final","Final","Saint John's",FALSE,"Winter Haven, FL // COL #3
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3OQ%2fBBzrrnEj7zMUzwfMP4bytkqj2XtEQR8lhC%2bvE%2bM3o%3d&path=baseball"
2026-03-20,"Friday","Saint John's",10,"Ramapo College",1,"Final","Final","Saint John's",FALSE,"Davenport, FL // NERP #1","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3OEXjMfHS0aeSoDIli4VGGzeAujKtKDfqyErQe2imbXeE%3d&path=baseball"
2026-03-20,"Friday","University of Wisconsin-Eau Claire",9,"St. Olaf",8,"Final","Final","University of Wisconsin-Eau Claire",FALSE,"Davenport, FL // NERP #2","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLGnKdD0wuy8K0%2bCvTI2yTGD4vm3Qeddl2HeQARKPM0SkZOZse0KfzJfx4Lcb%2fY%2fha&path=baseball"
2026-03-20,"Friday","Macalester",21,"Elmhurst University",1,"Final","Final","Macalester",FALSE,"Auburndale, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2ggBXIdpZdnkrHvJLkK6OMcBUhms2uYknPebVvyaocFrs30MLG1DqcxyrTjeMv%2feT&path=baseball"
2026-03-20,"Friday","Saint Mary's",8,"University of Wisconsin-Superior",2,"Final","Final","Saint Mary's",FALSE,"West Liberty, IA // West Liberty High School","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCqcKZasdo4LWXgGw9MOQQlqPfEj1ws98oufdQj%2bg9DpC%2fzF3ITenBTpQYo31dWq4F&path=baseball"
2026-03-21,"Saturday","Bethel",15,"Worcester State University",3,"Final","Final
                                                                                        
                                            
                                            
                                                (7 Innings)","Bethel",FALSE,"Orlando, FL // NERP 2
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UqkCW7OWfCUkHxMEq%2fQPJ%2fesp%2fO10McGCLA2oykS0l4%2fnWqyS8GxEnsactWJf8feg&path=baseball"
2026-03-21,"Saturday","Carleton",1,"Kalamazoo College",16,"Final","Final","Kalamazoo College",FALSE,"Davenport, FL // NorthEast Regional Park #3","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqi103OTUM5Bkbl7PJk4W7LLpy4fAYlnMYwz1YcIblu%2f9WJFrOTW6rQfmT%2fH8caLsR&path=baseball"
2026-03-21,"Saturday","Gustavus",3,"Washington University in St. Louis",11,"Final","Final","Washington University in St. Louis",FALSE,"St. Louis, MO // Kelly Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9WugLHLuQm6Ez0%2futVH90BuZcA5%2btMIOpRvB%2f%2bg2lWZyDv3qZvw8zS1qZYVgccMK%2bI0%2br57qpgDaGndk%2b%2fYQ3QI7w%3d%3d&path=baseball"
2026-03-21,"Saturday","Bethel",5,"Worcester State University",4,"Final","Final
                                                                                        
                                            
                                            
                                                (7 Innings)","Bethel",FALSE,"Orlando, FL // NERP 2
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UQKm4fzJDHcheAcL1vFGFE0ewkSVGTVrKU2PVvc6ANf%2bH77PcJbSs0aaYnEfFq6x%2f&path=baseball"
2026-03-21,"Saturday","Macalester",2,"Bates College",7,"Final","Final","Bates College",FALSE,"Auburndale, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2u8Q2tsD99pWc7ZPqQ%2fknGEDCEpxRiP0qOuSN74phMhCuH9wtgnOi95KPV2KKIE%2fY&path=baseball"
2026-03-21,"Saturday","Saint Mary's",5,"University of Wisconsin-Superior",0,"Final","Final","Saint Mary's",FALSE,"West Liberty, IA // West Liberty High School","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCgJPqScf8xfGWRKzcFXmEkG0nQFi60cMKT2I3ycH4rkicqjbrpCb%2bn5cAeh%2bT3cql&path=baseball"
2026-03-21,"Saturday","Colby College",16,"St. Olaf",7,"Final","Final","Colby College",FALSE,"Davenport, FL // NERP #2
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhL81b6Sclhqc6xJ943dhFwNWcVELUArGtliHu7xW9iqHvU%2bq7RM6Q%2fK3mkBnfomdVd&path=baseball"
2026-03-21,"Saturday","Gustavus",9,"Washington University in St. Louis",13,"Final","Final","Washington University in St. Louis",FALSE,"St. Louis, MO // Kelly Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9WugLHLuQm6Ez0%2futVH90BuZc3sW8s1XLrFIXFV1Uz8mnfnbsut2tVp8x13Ia7F7euDH9MByDjdcEmJVw2oL47cRA%3d%3d&path=baseball"
2026-03-21,"Saturday","Saint Mary's",7,"University of Wisconsin-Superior",2,"Final","Final","Saint Mary's",FALSE,"West Liberty, IA // West Liberty High School","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCaCxB7zk%2bwag0fLs3HEzdpN%2fTNOXnsruIlkppMM0YJsC3Tn94dnwyapNOuCqMgDFP&path=baseball"
2026-03-21,"Saturday","Colby College",4,"St. Olaf",3,"Final","Final","Colby College",FALSE,"Davenport, FL // NERP #2
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLIFlF37UhkPc%2bjEgZmgqk31fWgDwCFD5hx9tBqN5wExvBrbKkQe%2buTS84eUcikrQS&path=baseball"
