"game_date","day_of_week","away_team","away_score","home_team","home_score","status","result","winner","is_conference","location","boxscore_url","away_runs","home_runs","away_starter","home_starter","away_starter_ip","home_starter_ip","game_id","home_team_std","away_team_std","home_rf_last5","home_ra_last5","home_win_last5","home_rd_last5","away_rf_last5","away_ra_last5","away_win_last5","away_rd_last5","home_rest_days","away_rest_days","home_sp_ip_last5","away_sp_ip_last5","home_era_proxy_last5","away_era_proxy_last5","home_era_season","home_whip_season","home_k_per9_season","home_bb_per9_season","home_opp_ba_season","away_era_season","away_whip_season","away_k_per9_season","away_bb_per9_season","away_opp_ba_season","home_fld_pct_season","home_errors_season","home_dp_season","home_sba_season","home_csb_season","away_fld_pct_season","away_errors_season","away_dp_season","away_sba_season","away_csb_season","away_starter_std","home_starter_std","away_starter_last","home_starter_last","has_both_pitchers","home_win","home_field","run_diff"
"2026-03-07","Saturday","Hamline",2,"Aurora University",15,"Final","Final
                                                                                        
                                            
                                            
                                                7 innings","Aurora University",0,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgi8VwysIoPnpB0r71wa%2bnyunVfBUMD%2frRlJGAH13RG%2fU3sCf25OuGMbwMD3Dzv6wXR&path=baseball",2,15,"Bentley Casey (L, )","Conner Hogan (W, )",2,6,66,"Aurora","Hamline",15,2,1,13,6.33333333333333,8.83333333333333,0.333333333333333,-2.5,NA,0,6,2.72222222222222,3,19.2,NA,NA,NA,NA,NA,6.89,1.7063829787234,7.0468085106383,4.74893617021277,0.293432203389831,NA,NA,NA,NA,NA,0.954954954954955,45,24,27,7,"Bentley Casey (L, )","Conner Hogan (W, )","casey","hogan",FALSE,1,1,13
"2026-03-07","Saturday","St. Scholastica",3,"University of Wisconsin-Oshkosh",2,"Final","Final","University of Wisconsin-Oshkosh",0,"Auburndale, FL // Lake Myrtle Main","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVGV78cwfomAl%2flsihahPyhtUGgAHi7PQaUV9UqPMfVrj6oom6NJqBsfSwTJdrIOTb&path=baseball",3,2,"Baris Brua","Logan Price",6,5,67,"of Wisconsin-Oshkosh","St. Scholastica",6,1.5,0.5,4.5,8.66666666666667,6.66666666666667,0.5,2,2,1,5.5,3.72222222222222,2.7,17.75,NA,NA,NA,NA,NA,5.37,1.59531772575251,8.80434782608696,4.78595317725753,0.26270136307311,NA,NA,NA,NA,NA,0.940316686967113,49,9,38,4,"Baris Brua","Logan Price","brua","price",FALSE,0,1,-1
"2026-03-08","Sunday","Saint John's",20,"Simpson College",9,"Final","Final","Saint John's",0,"Indianola, IA // McBride Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3OgOoI%2fJL3LCIRUn8Za4wPCnIEdjvyu6uy0kzxWX04Od0%3d&path=baseball",20,9,"Hunter Hoen","Charlie Thomas",2.2,2.2,68,"Simpson","Saint John's",7,12,0.5,-5,10.2,7.6,0.4,2.6,1,1,3.83333333333333,4.46666666666667,17.1,16.3285714285714,NA,NA,NA,NA,NA,3.29,1.28782894736842,7.72697368421053,3.01973684210526,0.249354005167959,NA,NA,NA,NA,NA,0.958823529411765,35,18,35,9,"Hunter Hoen","Charlie Thomas","hoen","thomas",FALSE,0,1,-11
"2026-03-08","Sunday","Gustavus",5,"Aurora University",6,"Final","Final","Aurora University",0,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9WubGXcTazRA23KV4n59fihxaKLeGQVndfQXBSYRD%2f0mb97CTcLfZefc8IVB1hJC8mO&path=baseball",5,6,"Benny McDonald (L, 1-1)","Drew Piaskowy (W, 2-0)",5,6,69,"Aurora","Gustavus",10.5,3.5,1,7,6.33333333333333,8.5,0.333333333333333,-2.16666666666667,1,1,6,3.83333333333333,5.25,15.1846153846154,NA,NA,NA,NA,NA,6.37,1.71782178217822,8.37623762376238,5.43564356435644,0.276073619631902,NA,NA,NA,NA,NA,0.960479041916168,33,13,28,5,"Benny McDonald (L, 1-1)","Drew Piaskowy (W, 2-0)","mcdonald","piaskowy",FALSE,1,1,1
"2026-03-08","Sunday","St. Olaf",2,"Luther College",15,"Final","Final","St. Olaf",0,"West Liberty, IA // West Liberty High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLNfX4UXjbcgR80G8nY0OeILs%2fkKpDJUyjqlg38f3mcLxssMDfuXFekiN56ggU%2fNs6&path=baseball",2,15,"Charles Running (L, 0-1)","Alex Oehlke (W, 2-0)",3.2,4,70,"Luther","St. Olaf",8.16666666666667,3.5,0.833333333333333,4.66666666666667,3,6.66666666666667,0.333333333333333,-3.66666666666667,1,1,4.33333333333333,3.77777777777778,9,14.575,NA,NA,NA,NA,NA,6.78,1.90232558139535,6.11162790697674,5.73488372093023,0.310502283105023,NA,NA,NA,NA,NA,0.948038176033934,49,21,35,14,"Charles Running (L, 0-1)","Alex Oehlke (W, 2-0)","running","oehlke",FALSE,1,1,13
"2026-03-08","Sunday","St. Scholastica",3,"Penn State Altoona",9,"Final","Final","St. Scholastica",0,"Auburndale, FL // NERP #2
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVOeOeboYF4L7%2f8uK%2b6zSzhq3z86976ZfGRkulmk2iEqn9NC7aH9IkL%2fJXLusjngBX&path=baseball",3,9,"Michael Labisi (L, 0-1)","Zack Hlinsky (W, 2-1)",3,5,71,"Penn State Altoona","St. Scholastica",9,3,1,6,5.5,6.5,0.333333333333333,-1,NA,1,5,3.66666666666667,5.4,17.75,NA,NA,NA,NA,NA,5.37,1.59531772575251,8.80434782608696,4.78595317725753,0.26270136307311,NA,NA,NA,NA,NA,0.940316686967113,49,9,38,4,"Michael Labisi (L, 0-1)","Zack Hlinsky (W, 2-1)","labisi","hlinsky",FALSE,1,1,6
"2026-03-08","Sunday","Saint John's",4,"Simpson College",1,"Final","Final","Saint John's",0,"Indianola, IA // McBride Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3Om6WoklylZB0uFK%2fUV63PKVY2KqAJEnEn3eDqKVVt%2bzQ%3d&path=baseball",4,1,"Matthew Magnuson (W, 1-0)","Easton Dunwoody (L, 0-1)",6,7,72,"Simpson","Saint John's",5,9.33333333333333,0.333333333333333,-4.33333333333333,9.16666666666667,6.5,0.5,2.66666666666667,0,0,4.88888888888889,4.72222222222222,13.1142857142857,13.8571428571429,NA,NA,NA,NA,NA,3.29,1.28782894736842,7.72697368421053,3.01973684210526,0.249354005167959,NA,NA,NA,NA,NA,0.958823529411765,35,18,35,9,"Matthew Magnuson (W, 1-0)","Easton Dunwoody (L, 0-1)","magnuson","dunwoody",FALSE,0,1,-3
"2026-03-08","Sunday","St. Olaf",5,"Luther College",3,"Final","Final","Luther College",0,"West Liberty, IA // West Liberty High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLQsGzOAxLv0gjj4kZY4k1eXfspZ6dL89MvzLI2tlj145Kvp30IbgjUmCN4xNeoQwc&path=baseball",5,3,"Nolan Klocke (W, 1-0)","Ian Enyeart",4.2,3,73,"Luther","St. Olaf",7.83333333333333,3.83333333333333,0.666666666666667,4,3.33333333333333,7,0.333333333333333,-3.66666666666667,0,0,4,4.22222222222222,10.6,14.7892857142857,NA,NA,NA,NA,NA,6.78,1.90232558139535,6.11162790697674,5.73488372093023,0.310502283105023,NA,NA,NA,NA,NA,0.948038176033934,49,21,35,14,"Nolan Klocke (W, 1-0)","Ian Enyeart","klocke","enyeart",FALSE,0,1,-2
"2026-03-08","Sunday","Gustavus",4,"Aurora University",5,"Final","Final","Gustavus",0,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPYnsJRwq%2bTPgevIU0rsFMATbPwc%2f5el%2b9T0XS8E99rGUUvgfV%2b7NExaTp9am7w9WubGXcTazRA23KV4n59fihxfXRNJ9C4gEM1QjB81TURqeinjivjYOAhZE%2fxkRCzubd&path=baseball",4,5,"Noah Schlup","Logan Feeney",5,5,74,"Aurora","Gustavus",8.66666666666667,3.66666666666667,1,5,4.83333333333333,7.83333333333333,0.166666666666667,-3,0,0,5.66666666666667,3.83333333333333,5.9,13.9846153846154,NA,NA,NA,NA,NA,6.37,1.71782178217822,8.37623762376238,5.43564356435644,0.276073619631902,NA,NA,NA,NA,NA,0.960479041916168,33,13,28,5,"Noah Schlup","Logan Feeney","schlup","feeney",FALSE,1,1,1
"2026-03-08","Sunday","Hamline",1,"Southwest Minnesota State",14,"Final","Final","Southwest Minnesota State",0,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgi1B%2fXfYFG%2b5Mu6Vxd4eCQM7fLG4NQ9QxPWaqwKSK1WSdxzaHRIeCba%2bojD8RvlikB&path=baseball",1,14,"McCrady, Ben (L, 1-1)","Bell, Ryan (W, 2-2)",1,5,75,"Southwest Minnesota State","Hamline",14,1,1,13,5.5,10.3333333333333,0.166666666666667,-4.83333333333333,NA,1,5,1.88888888888889,1.8,23.1,NA,NA,NA,NA,NA,6.89,1.7063829787234,7.0468085106383,4.74893617021277,0.293432203389831,NA,NA,NA,NA,NA,0.954954954954955,45,24,27,7,"McCrady, Ben (L, 1-1)","Bell, Ryan (W, 2-2)","mccrady","bell",FALSE,1,1,13
"2026-03-08","Sunday","St. Scholastica",13,"Penn State Altoona",5,"Final","Final","St. Scholastica",0,"Auburndale, FL // NERP #2
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVJ8LScEIW9Mb9PY%2bsE5zr3fQYSaLetvrVnab1atUPHqwVV2660sHLeJT2hi4W8dfn&path=baseball",13,5,"Jack Holley","Andrew Crouse (L, 0-2)",2,1.1,76,"Penn State Altoona","St. Scholastica",7,8,0.5,-1,6.83333333333333,6.33333333333333,0.5,0.5,0,0,3.16666666666667,3.33333333333333,16.2,19.25,NA,NA,NA,NA,NA,5.37,1.59531772575251,8.80434782608696,4.78595317725753,0.26270136307311,NA,NA,NA,NA,NA,0.940316686967113,49,9,38,4,"Jack Holley","Andrew Crouse (L, 0-2)","holley","crouse",FALSE,0,1,-8
"2026-03-10","Tuesday","Carleton",0,"University of Wisconsin-Eau Claire",5,"Final","Final","University of Wisconsin-Eau Claire",0,"Minneapolis, MN // U.S. Bank Stadium
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqj6TpQzcFXCkGFA2I6z5pvV0doAO%2bRsoTP5NSgfs1x0Bq8PxsDq4R2kL0lGm5CnsK&path=baseball",0,5,"Will Schnepf (L, 0-1)","Nicholas Meuser (W, 1-0)",5,6,77,"of Wisconsin-Eau Claire","Carleton",5,0,1,5,3.66666666666667,10.6666666666667,0,-7,NA,11,6,4.66666666666667,0,18,NA,NA,NA,NA,NA,9.6,2.1280487804878,6.14634146341463,6.80487804878049,0.32703488372093,NA,NA,NA,NA,NA,0.934449093444909,47,14,69,4,"Will Schnepf (L, 0-1)","Nicholas Meuser (W, 1-0)","schnepf","meuser",FALSE,1,1,5
"2026-03-10","Tuesday","St. Scholastica",1,"Gwynedd Mercy University",6,"Final","Final","St. Scholastica",0,"Auburndale, FL // NERP #1","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fBX%2b97Q7tjF%2b2yZx7U8FTt93LppcRB5V89LxO7CgXPyi%2biTsnZEcp%2bMWFkriktQbByFLqUaUbuUfZ16d0qzSFJZjYR6lPA0fCIE2k8rAw1kZ&path=baseball",1,6,"Patrick Talley (L, 0-1)","Ben Schefers",3.1,4,78,"Gwynedd Mercy","St. Scholastica",6,1,1,5,7,5.83333333333333,0.5,1.16666666666667,NA,2,4,3.38888888888889,2.25,17.45,NA,NA,NA,NA,NA,5.37,1.59531772575251,8.80434782608696,4.78595317725753,0.26270136307311,NA,NA,NA,NA,NA,0.940316686967113,49,9,38,4,"Patrick Talley (L, 0-1)","Ben Schefers","talley","schefers",FALSE,1,1,5
"2026-03-10","Tuesday","Carleton",3,"University of Wisconsin-Eau Claire",10,"Final","Final","University of Wisconsin-Eau Claire",0,"Minneapolis, MN // U.S. Bank Stadium
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqhcG8amYe6YaL%2fmPQkPlCVpFEZhi5nax7BuhgndtNkt0uq6MI%2bugMHooeuPiGyhoR&path=baseball",3,10,"Jackson Corcoran (L, 0-2)","Evan Fischer (W, 1-1)",2,5,79,"of Wisconsin-Eau Claire","Carleton",7.5,1.5,1,6,3.5,10.5,0,-7,0,0,5.5,4,2.7,20.25,NA,NA,NA,NA,NA,9.6,2.1280487804878,6.14634146341463,6.80487804878049,0.32703488372093,NA,NA,NA,NA,NA,0.934449093444909,47,14,69,4,"Jackson Corcoran (L, 0-2)","Evan Fischer (W, 1-1)","corcoran","fischer",FALSE,1,1,7
"2026-03-10","Tuesday","Hamline",1,"Wheaton College (Ill.)",0,"Final","Final
                                                                                        
                                            
                                            
                                                7 innings","Wheaton College (Ill.)",0,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgiMtHutvXwnorOLItQe8O8vhlYM0gOf1stsOSPxcZqjtOSsiuHXCh49ewEVP36vvU6&path=baseball",1,0,"Jamin Van Grouw (W, )","Hans Christensen",7,7,80,"Wheaton","Hamline",0,1,0,-1,4.83333333333333,9.16666666666667,0.333333333333333,-4.33333333333333,NA,2,7,2.72222222222222,1.28571428571429,17.7,NA,NA,NA,NA,NA,6.89,1.7063829787234,7.0468085106383,4.74893617021277,0.293432203389831,NA,NA,NA,NA,NA,0.954954954954955,45,24,27,7,"Jamin Van Grouw (W, )","Hans Christensen","grouw","christensen",FALSE,0,1,-1
"2026-03-11","Wednesday","Hamline",11,"Crown College",18,"Final","Final","Hamline",0,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgicZP2lG5wFnwS4FvVoBva1MPs%2fPbLfzGzK%2b%2bWEH09u5Nh6J6%2fjLQ79xR30cH%2bUq2b&path=baseball",11,18,"Cole Vahovick (L, )","Bentley Casey",3,4,81,"Crown","Hamline",10,9.5,0.666666666666667,0.5,5.33333333333333,11.3333333333333,0.166666666666667,-6,8,1,3.55555555555556,2.22222222222222,15.15,21.6,NA,NA,NA,NA,NA,6.89,1.7063829787234,7.0468085106383,4.74893617021277,0.293432203389831,NA,NA,NA,NA,NA,0.954954954954955,45,24,27,7,"Cole Vahovick (L, )","Bentley Casey","vahovick","casey",FALSE,1,1,7
"2026-03-11","Wednesday","St. Scholastica",10,"Thomas College",3,"Final","Final","St. Scholastica",0,"Auburndale, FL // NERP #3","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVRJZT0ids%2fXtoL%2bQnW7dzLVNOICT%2fxqn%2bKivJ1DZCR4MQEqnH6MSFRSFzuF6yhI%2fb&path=baseball",10,3,"Jonathan Stoeckle (W, 3-1)","Ankit Shah (L, 0-1)",5,5,82,"Thomas","St. Scholastica",3,10,0,-7,5.66666666666667,5.66666666666667,0.5,0,NA,1,5,3.55555555555556,18,16.85,NA,NA,NA,NA,NA,5.37,1.59531772575251,8.80434782608696,4.78595317725753,0.26270136307311,NA,NA,NA,NA,NA,0.940316686967113,49,9,38,4,"Jonathan Stoeckle (W, 3-1)","Ankit Shah (L, 0-1)","stoeckle","shah",FALSE,0,1,-7
"2026-03-12","Thursday","St. Scholastica",3,"Suffolk University",12,"Final","Final","St. Scholastica",0,"Auburndale, FL // NERP #1","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVzDIfONq0V%2beKw3al024OXvlwTbN5X6yn9d%2f%2fNzeu248%3d&path=baseball",3,12,"Harry Meehan (L, 0-1)","Logan Price",4.1,1.1,83,"Suffolk","St. Scholastica",12,3,1,9,5.5,6.16666666666667,0.5,-0.666666666666667,NA,1,1.33333333333333,3.94444444444444,20.25,16.5038461538462,NA,NA,NA,NA,NA,5.37,1.59531772575251,8.80434782608696,4.78595317725753,0.26270136307311,NA,NA,NA,NA,NA,0.940316686967113,49,9,38,4,"Harry Meehan (L, 0-1)","Logan Price","meehan","price",FALSE,1,1,9
"2026-03-13","Friday","Bethel",3,"Coe College",10,"Final","Final","Coe College",0,"Orlando, FL // NERP 3","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UFUhkuOoDOVfJj%2fs3Eek0HCa%2fwUPeWOk0JYhXr4%2bLw1RppXHL7PJkhhbN8IzlJLSH&path=baseball",3,10,"Jackson Hunter (L, 1-1)","Jack Walsh (W, 3-1)",4,6,84,"Coe","Bethel",10,3,1,7,7.75,9.75,0.25,-2,NA,10,6,3.66666666666667,4.5,17.8465909090909,NA,NA,NA,NA,NA,4.99,1.66715542521994,9.89736070381232,4.90909090909091,0.288461538461538,NA,NA,NA,NA,NA,0.968884120171674,29,12,40,15,"Jackson Hunter (L, 1-1)","Jack Walsh (W, 3-1)","hunter","walsh",FALSE,1,1,7
"2026-03-13","Friday","Hamline",17,"Carthage College",6,"Final","Final","Hamline",0,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgivZRu7ciLS4fnoexnGHO5F8VymwAWygDMImo%2ftL2NvMf8QOtyq9m2VlKBODgj8e2i&path=baseball",17,6,"Ben McCrady","Brendan Roberts",3,6,85,"Carthage","Hamline",8,12,0.5,-4,6.5,10.5,0.333333333333333,-4,6,2,6.16666666666667,2.66666666666667,17.7236842105263,19.8,NA,NA,NA,NA,NA,6.89,1.7063829787234,7.0468085106383,4.74893617021277,0.293432203389831,NA,NA,NA,NA,NA,0.954954954954955,45,24,27,7,"Ben McCrady","Brendan Roberts","mccrady","roberts",FALSE,0,1,-11
"2026-03-13","Friday","St. Scholastica",4,"North Park University",5,"Final","Final","North Park University",0,"Auburndale, FL // NERP #1","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJDjIs6qT1jDKLpwKp07LptQCNL7AvTOCRUyjxvDaZN7D3YJQSLlE9KxIxu%2bSygc0ZNPaAtCmLztOh7bN9cmdl4&path=baseball",4,5,"Blake Bullis","Jackson Nuese",4.2,6.1,86,"North Park","St. Scholastica",5,4,1,1,5.66666666666667,6.66666666666667,0.333333333333333,-1,NA,1,6.33333333333333,3.72222222222222,5.68421052631579,17.610989010989,NA,NA,NA,NA,NA,5.37,1.59531772575251,8.80434782608696,4.78595317725753,0.26270136307311,NA,NA,NA,NA,NA,0.940316686967113,49,9,38,4,"Blake Bullis","Jackson Nuese","bullis","nuese",FALSE,1,1,1
"2026-03-13","Friday","Concordia",0,"Luther College",6,"Final","Final","Luther College",0,"Independence, IA // Independence High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUbq%2f5tOWw61pff1dBCIpQ1i2aJCHOTMulyALveVcI5%2bukIwmZUynChPw8pNgSa2nN0%3d&path=baseball",0,6,"Ben Trutwin (L, 0-0)","Josh Stratton (W, 3-0)",5,6,87,"Luther","Concordia",7,2.5,0.666666666666667,4.5,2,6.33333333333333,0.166666666666667,-4.33333333333333,5,6,4.83333333333333,4.66666666666667,6.1,13.95,NA,NA,NA,NA,NA,6.07,1.66298342541436,7.60773480662983,4.77348066298343,0.299707602339181,NA,NA,NA,NA,NA,0.961379310344828,28,9,45,9,"Ben Trutwin (L, 0-0)","Josh Stratton (W, 3-0)","trutwin","stratton",FALSE,1,1,6
"2026-03-13","Friday","Hamline",1,"Claremont-Mudd-Scripps Colleges",14,"Final","Final
                                                                                        
                                            
                                            
                                                7 innings","Claremont-Mudd-Scripps Colleges",0,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgik7JoWV7mGiZ7ux6%2bYxnX9objZvrMJeGuZsuSAJ3ge%2bKMfn1PGi35pxyxUeUvK%2bKs&path=baseball",1,14,"Carter Hoff (L, )","Kody Perry (W, )",3,5,88,"Claremont-Mudd-Scripps s","Hamline",14,1,1,13,5.5,11.1666666666667,0.333333333333333,-5.66666666666667,NA,0,5,3.16666666666667,1.8,21,NA,NA,NA,NA,NA,6.89,1.7063829787234,7.0468085106383,4.74893617021277,0.293432203389831,NA,NA,NA,NA,NA,0.954954954954955,45,24,27,7,"Carter Hoff (L, )","Kody Perry (W, )","hoff","perry",FALSE,1,1,13
"2026-03-13","Friday","St. Scholastica",9,"Benedictine University",6,"Final","Final","Benedictine University",0,"Auburndale, FL // NERP #1","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVy8I55DZtvuPutjub66sIvFbhSr50hEa%2fbF0v%2fre%2fo10Ll2NAGcFXLbUtd34P6EcG&path=baseball",9,6,"Spencer Geake","Zack Hlinsky",0,0.2,89,"Benedictine","St. Scholastica",6,9,0,-3,6.66666666666667,6.16666666666667,0.5,0.5,NA,0,0.666666666666667,3.22222222222222,27,15.7331868131868,NA,NA,NA,NA,NA,5.37,1.59531772575251,8.80434782608696,4.78595317725753,0.26270136307311,NA,NA,NA,NA,NA,0.940316686967113,49,9,38,4,"Spencer Geake","Zack Hlinsky","geake","hlinsky",FALSE,0,1,-3
"2026-03-13","Friday","Concordia",1,"Luther College",12,"Final","Final","Luther College",0,"Independence, IA // Independence High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUbq%2f5tOWw61pff1dBCIpQ1ialDZtDrkvPD3GK9%2b3HW50xJ174It9F6omxWmZVtKIq8%3d&path=baseball",1,12,"Grant Anderson (L, 0-0)","Charles Running (W, 1-1)",0.2,5,90,"Luther","Concordia",8.16666666666667,1.66666666666667,0.833333333333333,6.5,2,7,0.166666666666667,-5,0,0,5,3.94444444444444,4.15,16.05,NA,NA,NA,NA,NA,6.07,1.66298342541436,7.60773480662983,4.77348066298343,0.299707602339181,NA,NA,NA,NA,NA,0.961379310344828,28,9,45,9,"Grant Anderson (L, 0-0)","Charles Running (W, 1-1)","anderson","running",FALSE,1,1,11
